ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);CATEGORIES;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
104;4380;Ange Vierge;ND;En cours;12;;12;"Un jour, cinq mondes devinrent liés : le monde bleu (le nôtre, la Terre), le monde noir (régi par la nuit et la magie), le monde rouge (protégé par les prières et les dieux), le monde blanc (géré par la science et l’informatique) et le monde vert (régi par les armes et les armées). Anges, démons, fées, sorcières et déesses qui ont peuplé contes et légendes sont à présent bien réels.

Dans chacun de ces mondes, des jeunes filles se sont réveillées un jour dotées de certains pouvoirs. Symboles du progrès, elles sont alors envoyées dans une école spéciale construite sur une île isolée dans l’océan Pacifique. Elles représentent le seul espoir de victoire contre Ouroboros, avant que l’univers ne bascule dans les ténèbres…";https://str01-m.dpstream.media/a/4380/affiche_yhrgdw3bwivnk71-1468081611.jpg;Manga Ange Vierge streaming, Manga Ange Vierge dpstream, Manga Ange Vierge HD, Ange Vierge streaming VF
105;4379;Cheer Danshi!!;Cheer Boys!!;En cours;12;;12;Ayant arrêté le judo après un échec, Haruki se voit proposer par son ami d'enfance, Kazuma, de rejoindre 'BREAKERS', l'équipe masculine de cheerleading de leur université. Cette équipe toute fraîche est pour le moins originale, entre le binoclard terre à terre qui ne jure que par la théorie, les surexcités originaires du Kansai ou encore le glouton de service. Heureusement, des membres expérimentés seront là pour les guider afin de casser les clichés et relever un tout nouveau défi !;https://str01-m.dpstream.media/a/4379/affiche_q9ry35ziubnc6mt-1468079285.jpg;Manga Cheer Danshi!! streaming, Manga Cheer Danshi!! dpstream, Manga Cheer Danshi!! HD, Cheer Danshi!! streaming VF
106;4378;Regalia: The Three Sacred Stars;ND;En cours;13;;13;Dans le pays de Rimguard, un grand incident a eu lieu il y a 12 ans. Le temps a passé et celui-ci reste encore très mystérieux et il commence à disparaître de la mémoire du peuple. C'est dans l'Empire d'Enastria que vivent paisiblement Yui et Rena, deux soeurs. Un jour, le lieu est attaqué par un gigantesque robot. Cette journée changera le destin de nos deux héroïnes...;https://str01-m.dpstream.media/a/4378/affiche_u6shd3jtavbeqfc-1468068382.jpg;Manga Regalia: The Three Sacred Stars streaming, Manga Regalia: The Three Sacred Stars dpstream, Manga Regalia: The Three Sacred Stars HD, Regalia: The Three Sacred Stars streaming VF
107;4377;Kono Bijutsu-bu ni Mondai ga Aru!;ND;En cours;12;;12;Faisant partie du club d’art de son collège, Uchimaki Subaru est un étudiant comme les autres, à un détail près : son passe-temps ? Dessiner la femme parfaite en 2D. De leur côté, la jeune Colette et le président du club passent le plus clair de leur temps à faire uniquement acte de présence et à dormir. Usami Mizuki, seule membre qui cherche réellement à effectuer des activités en rapport avec l’art, n’aura pas le luxe d’œuvrer dans un club calme et normal !;https://str01-m.dpstream.media/a/4377/affiche_ipflg1vbg0ahu5o-1468068126.jpg;Manga Kono Bijutsu-bu ni Mondai ga Aru! streaming, Manga Kono Bijutsu-bu ni Mondai ga Aru! dpstream, Manga Kono Bijutsu-bu ni Mondai ga Aru! HD, Kono Bijutsu-bu ni Mondai ga Aru! streaming VF
108;4376;Hitori no Shita: The Outcast;ND;En cours;12;;12;Soran Cho se promenait tranquillement dans le cimetière d’un petit village lorsqu’il a été attaqué par des zombies. Il pensait alors son heure arrivée, mais il a été sauvé in extremis par une mystérieuse épéiste qui a promptement disparu. Cet événement va changer à jamais la vie de cet étudiant ordinaire...;https://str01-m.dpstream.media/a/4376/affiche_tzk5lu7ltbdbf7a-1468065935.jpg;Manga Hitori no Shita: The Outcast  streaming, Manga Hitori no Shita: The Outcast  dpstream, Manga Hitori no Shita: The Outcast  HD, Hitori no Shita: The Outcast  streaming VF
109;4375;Amanchu!;ND;En cours;12;;12;Futaba est une jeune fille calme et timide qui vient d'arriver dans en ville pour ses études. Quand à elle, Hikari est jeune fille extrêmement dynamique et surexcitée, elle adore par dessus tout l'océan ainsi que la plongée sous-marine. De leur rencontre va naître une amitié et un amour commun pour l'océan, elles décideront de rejoindre ensemble le club de plongée du lycée Yumegaoka.;https://str01-m.dpstream.media/a/4375/affiche_0bnlbtvotryoetp-1468007854.jpg;Manga Amanchu! streaming, Manga Amanchu! dpstream, Manga Amanchu! HD, Amanchu! streaming VF
110;4374;Tsukiuta. THE ANIMATION;ND;En cours;13;;13;"Dans le monde de Tsukiuta, les mois ont été anthropomorphisés. Il existe deux versions : une féminine et une masculine.

Dans la version masculine, l'histoire suit le groupe d'idol Six Gravity (Décembre à Mai) et leur rival Procellarum (Juin à Novembre) dans le contexte du Tōkyō moderne.

Dans la version féminine, l'histoire se place dans un monde parallèle à la Terre mais où les habitants gèrent et guident l'énergie spirituelle de ceux vivant sur Terre, afin de maintenir la co-existence et co-prospérité des deux mondes. Les femmes de ce monde sont considérées comme des déesses par les habitants de la Terre. Six jeunes filles (Décembre à Mai) étudient dans une école spéciale qui regroupe des individus talentueux aspirant à devenir des déesses.";https://str01-m.dpstream.media/a/4374/affiche_ukw7lc1r6m539sg-1468005484.jpg;Manga Tsukiuta. THE ANIMATION streaming, Manga Tsukiuta. THE ANIMATION dpstream, Manga Tsukiuta. THE ANIMATION HD, Tsukiuta. THE ANIMATION streaming VF
111;4373;Hatsukoi Monster;ND;En cours;12;;12;Kaho Nikaido est une étudiante âgée de quinze ans qui décide de quitter le nid familial pour vivre avec ses camarades dans les dortoirs de son lycée. Elle est un jour sauvée d'un accident par un bel inconnu. C'est un véritable coup de foudre pour Kaho qui part à sa recherche pour lui avouer ses sentiments. Celui-ci se nomme Kanade et il n'est autre que le fils du propriétaire de son logement. Après avoir entendu les sentiments de notre héroïne, Kanade accepte de sortir avec elle. Toutefois, son bonheur sera de courte durée lorsqu'elle apprend qu'il est scolarisé en école primaire...;https://str01-m.dpstream.media/a/4373/affiche_04ibdc4teqey2eh-1468004549.jpg;Manga Hatsukoi Monster streaming, Manga Hatsukoi Monster dpstream, Manga Hatsukoi Monster HD, Hatsukoi Monster streaming VF
112;4372;Bananya;ND;En cours;13;;13;Série TV sur la récente mascotte de Q-Lia: Bananya;https://str01-m.dpstream.media/a/4372/affiche_bmoiyxuzgbrq3hr-1468003684.jpg;Manga Bananya streaming, Manga Bananya dpstream, Manga Bananya HD, Bananya streaming VF
113;4371;91 Days;ND;En cours;12;;12;Au temps de la Prohibition, un quartier échappe à la loi. Ses rues sont contrôlées par la mafia et l’alcool circule librement. À une époque, Avilio a vécu dans ce district, mais depuis une sale embrouille qui a coûté la vie à sa famille, il s’est mis au vert. Jusqu’au jour où il reçoit une mystérieuse lettre qui réveille en lui son désir de vengeance et l’exhorte à retourner là-bas. Il décide alors d’infiltrer la famille Vanetti et devient proche d’un certain Nero…;https://str01-m.dpstream.media/a/4371/e91939a4f48ac442425e1ded03ba36731467927131_full-1467994095.jpg;Manga 91 Days streaming, Manga 91 Days dpstream, Manga 91 Days HD, 91 Days streaming VF
114;4370;Alderamin on the Sky;Nejimaki Seirei Senki : Tenkyô no Alderamin;En cours;13;;13;L’empire Katjvarna est en guerre contre son pays voisin, la République de Kioka. Ikta Solork est paresseux et déteste la guerre, mais il passe pourtant des examens pour devenir un officier impérial. Personne n’imagine que ce jeune homme de 17 ans pourrait demain diriger une armée. Il se retrouve alors sur le front, aux côtés de Yatorishino Igsem, une femme ambitieuse...;https://str01-m.dpstream.media/a/4370/affiche_8g7l8bxd4upqk2u-1467994067.jpg;Manga Alderamin on the Sky  streaming, Manga Alderamin on the Sky  dpstream, Manga Alderamin on the Sky  HD, Alderamin on the Sky  streaming VF
