ROW_ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
969;Pyramide;ND;En cours;35 min;France 2;Olivier Minne;Divertissement;France;12;ND;"Jeu télévisé adapté d'une série de jeux télévisés créée aux États-Unis en 1973 et diffusée jusqu'en 1992 sous le titre The $10,000 Pyramid 1. Le concept, qui a évolué au fil des années, s'est exporté dans plusieurs pays, dont la France à partir de 1991.
En France, Pyramide fut présentée par Patrice Laffont, sauf de janvier 2002 à juillet 2002 où Marie-Ange Nardi reprit les rênes de l'émission suite au départ notamment de Patrice Laffont.
Les animateurs étaient accompagnés d'une voix off (devenue en dernier voix in) appelée Nefertiti (d'abord Isabelle Leprince puis surtout Nathalie Bardin), de Pépita et de deux maitres-mots qui ont plusieurs fois changé durant les douze années d'existence de l'émission.
A noter qu'une voix off masculine du nom de Ramsès alternait avec Nefertiti au cours des premières années du jeu.
La version 2014 de Pyramide se compose de trois manches opposant deux équipes, suivies d'une finale.
Cette version 2014 est constituée de 4 maîtres mots dont Damien Thévenot, Carinne Teyssandier, Élodie Gossuin et Bruno Guillon.

- Saison 01 - 1991-1992
- Saison 01 - 1992-1993
- Saison 01 - 1993-1994
- Saison 01 - 1994-1995
- Saison 01 - 1995-1996
- Saison 01 - 1996-1997
- Saison 01 - 1997-1998
- Saison 01 - 1998-1999
- Saison 01 - 1999-2000
- Saison 01 - 2000-2001
- Saison 01 - 2002-2003
- Saison 12 - 2014";http://static.media.dpstream.net/s/6010/pyramide-1473834335.jpg;Série Pyramide streaming,Pyramide dpstream, Série Pyramide HD, Pyramide streaming VF
970;The Knick;ND;En cours;52 min;Jack Amiel,  Michael Begler;Clive Owen, Andre Holland, Jeremy Bobb;Drame,Médical;États-Unis;2;20;Le staff de l'hôpital Knickerbocker de New York, des chirurgiens aux infirmières, doit repousser les limites de la médecine au début du 20ème siècle, à une époque où le taux de mortalité a soudainement augmenté et où les antibiotiques n'existent pas encore...;http://static.media.dpstream.net/s/6009/the-knick-1473833947.jpg;Série The Knick streaming,The Knick dpstream, Série The Knick HD, The Knick streaming VF
971;Sequestered;ND;En cours;22 min;Aaron Tracy;Summer Glau, Bruce Davison, Jesse Bradford;Drame,Thriller;États-Unis;1;12;Les douze membres d'un jury sont séquestrés dans un hôtel pendant qu'ils délibèrent autour d'une affaire aux multiples implications.;http://static.media.dpstream.net/s/6008/sequestered-1473833871.jpg;Série Sequestered streaming,Sequestered dpstream, Série Sequestered HD, Sequestered streaming VF
972;112 Unité d'urgence;ND;Terminée;ND;;;En cours de classement;;ND;ND;;http://static.media.dpstream.net/s/6007/112-unité-d'urgence-1473767570.jpg;Série 112 Unité d'urgence streaming,112 Unité d'urgence dpstream, Série 112 Unité d'urgence HD, 112 Unité d'urgence streaming VF
973;Bellicher : Une vie volée;ND;Terminée;ND;;;En cours de classement;;ND;ND;;http://static.media.dpstream.net/s/6006/bellicher--une-vie-volée-1473767519.jpg;Série Bellicher : Une vie volée streaming,Bellicher : Une vie volée dpstream, Série Bellicher : Une vie volée HD, Bellicher : Une vie volée streaming VF
974;Outlander;ND;En cours;42 min;Ronald D. Moore;Caitriona Balfe, Sam Heughan, Tobias Menzies;Fantastique,Histoire,Romance,Science-fiction;États-Unis;2;29;Les aventures de Claire, une infirmière de guerre mariée qui se retrouve accidentellement propulsée en pleine campagne écossaise de 1743. Elle se retrouve alors mêlée à des histoires de propriétés et despionnage qui la poussent à prendre la fuite et menacent sa vie. Elle est alors forcée dépouser Jamie, un jeune guerrier écossais passionné qui senflamme pour elle et la conduit à être déchirée entre fidélité et désir, étant partagée entre deux hommes dramatiquement opposés et deux vies irréconciliables.;http://static.media.dpstream.net/s/6005/481757.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1467017355.jpg;Série Outlander streaming,Outlander dpstream, Série Outlander HD, Outlander streaming VF
975;L'été indien;ND;Terminée;ND;;;En cours de classement;;ND;ND;Cette émission est le premier talk-show franco-québecois estival présenté par Michel Drucker et Julie Snyder qui réunira les plus grands artistes de la francophonie qui ont marqué la saison 2013 - 2014 (Français et Québécois essentiellement). <br>Quatre émissions, tournées en public et en plein air à Montréal, mettront à l'honneur des invités tels que Céline Dion, Stromae, Francis Cabrel, Garou, Véronic DiCaire, Mika, Gad Elmaleh, Patrick Bruel, Anne Roumanoff...pour lesquels on retracera, en interviews et en reportages, leurs succès et leur actualité. <br>La distance portant à la confidence, nos animateurs profiteront du dépaysement des invités français pour les présenter tels qu'on ne les a jamais vus, et obtenir d'eux quelques confidences inédites. L'émission sera aussi l'occasion de découvrir des personnalités québécoises. Des reportages inédits tournés spécialement pour l'émission permettront de découvrir sous un angle plus intime nos invités dans leur quotidien. <br>L'émission sera bien sûr l'occasion de réécouter quelques uns des plus grands succès de nos invités, interprétés sur scène en plein air. <br><br><br>Titre original : L'été indien<br>Créée en 2014<br><br>Saisons : 01 - Épisodes : 04 - Statut : En production<br>Format : 140 mn - Genre : Talk-Show, Divertissement - Nationalité : Franco-québécois<br>Présenté par Michel Drucker et Julie Snyder <br><br><br>01 x 01 - 20140802 - F. Cabrel, C. Dion, V. Niclo, F. Pellerin et M. Paquette<br>01 x 02 - 20140809 - Patrick Bruel, Mika, Coeur de pirate, Linda Lemay, Rachid Badouri, Martin Matte<br>01 x 03 - 20140816 - Stromae, Garou, Xavier Dolan, Karim Ouellet, Marie Mai, Mario Cyr, Marc Labrèche<br>01 x 04 - 20140823 - Véronic DiCaire, Stéphane Rousseau, Corneille, Isabelle Boulay, Anne Roumanoff, Ginette Reno;http://static.media.dpstream.net/s/6004/l'été-indien-1473767463.jpg;Série L'été indien streaming,L'été indien dpstream, Série L'été indien HD, L'été indien streaming VF
976;The Winner is...;ND;Terminée;ND;;;En cours de classement;;ND;ND;Un nouveau concept dans lequel 8 candidats vont s'affronter dans des duels vocaux. A chaque duel, les 2 candidats chantent l'un après l'autre devant un panel représentatif de la population française composé de 100 personnes, et d'un invité de marque du monde de la musique, Emmanuel Moire. Chacun des 101 membres du panel devra se prononcer sur son candidat favori.<br><br>A l'issue de chaque duel, les candidats seront confrontés à un dilemme : choisir de quitter la compétition avec une somme d'argent importante, et de ce fait qualifier automatiquement leur concurrent pour le round suivant, ou croire jusqu'au bout en leur talent en attendant le verdict du panel. Le grand gagnant pourra décrocher les 100 000 euros du round final mais prendra-t-il le risque de tout perdre ?<br><br>Qui sera le grand gagnant de 'The winner is...' ?<br><br><br>Titre original : The Winner is...<br>Créée en 2014<br><br>Saisons : 01 - Épisodes : 01 - Statut : En production<br>Format : 100 mn - Genre : Jeu TV, Divertissement, Compétion, Chant - Nationalité : Française<br>Présenté par Benjamain Castaldi<br><br><br>01 x 01 - 20140802<br><br>;http://static.media.dpstream.net/s/6003/benjamain-castaldi-1473766283.jpg;Série The Winner is... streaming,The Winner is... dpstream, Série The Winner is... HD, The Winner is... streaming VF
977;Le Clan des Lanzac;ND;Terminée;ND;;;En cours de classement;;ND;ND;Dans la région de Bordeaux, Elisabeth Lanzac, 65 ans, dirige dune main de fer un groupe industriel spécialisé dans le bois, hérité de son père. Nicolas, son fils aîné, normalement promis à la succession, meurt dans un accident de voiture. La lecture de son testament réserve une surprise de taille : il lègue ses parts à Julien, son fils caché de 17 ans, né dune liaison clandestine avec Laurence Verneuil, son amour de jeunesse. Dès lors, une guerre de succession souvre : François, le fils cadet et Laurence, qui détient lusufruit des actions, envisagent, chacun de leur côté, de déloger Elisabeth du pouvoir. Mais celle-ci, secondée par son fidèle Secrétaire Général, et soutenue par sa sur avec qui elle partage un secret de famille, organise la riposte.<br>Elisabeth ira-t-elle jusqu'à sacrifier le dernier fils qui lui reste ? <br><br><br>Titre original : Le Clan des Lanzac<br>Créée en 2013<br><br>Saisons : 01 - Épisodes : 02 - Statut : En production<br>Format : 100 mn - Genre : Drame - Nationalité : Française<br>Avec Fanny Ardant, Muriel Robin, Claire Nebout;http://static.media.dpstream.net/s/6002/le-clan-des-lanzac-1473765968.jpg;Série Le Clan des Lanzac streaming,Le Clan des Lanzac dpstream, Série Le Clan des Lanzac HD, Le Clan des Lanzac streaming VF
978;Rita (2012);ND;En cours;42 min;Christian Torpe;Mille Dinesen, Carsten Bjørnlund, Lise Baastrup;Comédie,Drame;Danemark;3;24;Professeure dans un collège, Rita a élevé seule trois enfants. Les deux aînés sont aujourd'hui de jeunes adultes, alors que le dernier est adolescent. Le caractère franc et peu nuancé de Rita ne lui attire pas que des sympathies, tant dans le domaine familial que dans sa vie professionnelle.;http://static.media.dpstream.net/s/6001/rita-1473765745.jpg;Série Rita (2012) streaming,Rita (2012) dpstream, Série Rita (2012) HD, Rita (2012) streaming VF
979;Ange ou démon (Ángel o demonio);ND;Terminée;ND;;;En cours de classement;;ND;ND;A 17 ans, Valeria apprend qu'elle n'est pas une jeune fille comme les autres, puisqu'elle est en fait un ange. Une découverte qui l'amène à résister à la tentation du mal, au risque d'être déchue et si la tâche semble facile, rien ne se passera comme prévu. En effet, en plus de tomber amoureuse de Damián, un séraphin de l'autre bord, de nombreux démons commandés par une petite fille du nom de Duna, vont sinfiltrer dans son cercle de confiance. Les obstacles vont se multiplier et les démons seront capables de tout pour lentraîner du côté obscur.<br><br><br>Titre original : Ángel o demonio<br>Créée par Daniel Cebrián, Joaquín Górriz en 2011<br><br>Saisons : 02 - Épisodes : 22 - Statut : Production achevée<br>Format : 70 mn - Genre : Fantastique - Nationalité : Espagnole<br>Avec Aura Garrido, Mar Saura, Manu Fullola;http://static.media.dpstream.net/s/6000/ange-ou-démon-(Ángel-o-demonio)-1473765669.jpg;Série Ange ou démon (Ángel o demonio) streaming,Ange ou démon (Ángel o demonio) dpstream, Série Ange ou démon (Ángel o demonio) HD, Ange ou démon (Ángel o demonio) streaming VF
980;Manhattan;ND;En cours;42 min;Sam Shaw;John Benjamin, Olivia Williams, Ashley Zukerman;Drame;États-Unis;2;26;"Manhattan suit les scientifiques brillants, mais imparfaits, impliqués dans la plus grande course contre la montre de l'histoire de la science, la construction, clandestine, de la première bombe atomique du monde à Los Alamos, Nouveau-Mexique.
Les scientifiques et leurs familles tentent de co-exister dans un monde où secrets et mensonges s'introduisent dans chaque aspect de leur vie.";http://static.media.dpstream.net/s/5999/manhattan-1473765564.jpg;Série Manhattan streaming,Manhattan dpstream, Série Manhattan HD, Manhattan streaming VF
981;Satisfaction (2014);ND;En cours;60 min;Sean Jablonski;Matt Passmore, Stephanie Szostak, Michelle DeShon;Drame;États-Unis;2;20;Neil Truman est un banquier d'investissement marié à Grace. Un jour, il découvre que sa femme a fait appel à un service de prostitution et trouve accidentellement le numéro de l'homme payé. Neil regarde sa vie d'une nouvelle façon et cherche à retrouver ce que son couple avait autrefois. De son côté, Grace fait le point sur ses besoins et se demande si son mariage doit être sauvé ou non.;http://static.media.dpstream.net/s/5998/satisfaction-1473765348.jpg;Série Satisfaction (2014) streaming,Satisfaction (2014) dpstream, Série Satisfaction (2014) HD, Satisfaction (2014) streaming VF
982;Matador (2014);ND;Terminée;ND;;;En cours de classement;;ND;ND;;http://static.media.dpstream.net/s/5997/matador-1473765254.jpg;Série Matador (2014) streaming,Matador (2014) dpstream, Série Matador (2014) HD, Matador (2014) streaming VF
983;MasterChef Australie Edition All Stars;ND;Terminée;ND;;;En cours de classement;;ND;ND;MasterChef Australie, édition All Stars ramène vos concurrents favoris des trois premières saisons à lendroit où leurs rêves culinaires sont devenus réalité : la cuisine MasterChef.<br><br>Douze des anciens participants les plus aimés du public se remettront au fourneau dans lespoir de remporter le premier trophée All Stars et damasser des fonds pour une uvre de charité de leur choix. Ils saffronteront au cours d'une série de défis devenus de grands classiques, qui promettent denchanter et d'allécher les téléspectateurs plus que jamais.<br><br>La première gagnante de MasterChef Australie, Julie Goodwin, mènera léquipe de la première saison composée de Poh-Ling Yeow, Chris Badenoch et Justine Schofield. Callum Hann sera à la tête de léquipe de la deuxième saison, accompagné de ses coéquipiers Marion Grasby, Jonathan Daddia et Aaron Harvie. Et finalement, Kate Bracks, la reine des desserts et gagnante de la troisième saison, sera capitaine de léquipe formée de Dani Venn, Hayden Quinn et Kumar Pereirra.<br><br><br>Titre original : MasterChef Australia All-Stars<br>Créée en 2012<br><br>Saisons : 01 - Épisodes : 18 (VF), 19 (VOSTFR) - Statut : En production<br>Format : xx mn - Genre : Cuisine, Concours, Compétition - Nationalité : Australienne<br>Avec Gary Mehigan, George Calombaris, Matt Preston<br><br>INFO :<br>- La VF a été formatée en 18 épisodes au lieu de 19 de la version originale.<br>- Spin-of de MasterChef Australia<br><br>Saison 1 (Première diffusion du 26/07/2012 au 19/08/2012)<br>- Episode 01 : La tour de la terreur<br>- Episode 02 : Choisissez votre champion<br>- Episode 03 : Le barbecue des pompiers<br>- Episode 04 : La boîte mystère<br>- Episode 05 : Épreuve individuelle<br>- Episode 06 : Couteaux cauchemardesques<br>- Episode 07 : Le suprême défi pour limmunité<br>- Episode 08 : Test de la pression<br>- Episode 09 : Évolution<br>- Episode 10 : La course des poulets<br>- Episode 11 : Les gâteaux de la CWA<br>- Episode 12 : La boîte mystère enflammée<br>- Episode 13 : Le puissant Zeus <br>- Episode 14 : Rivaliser avec Curtis<br>- Episode 15 : Des fruits de mer pour la marine <br>- Episode 16 : Bière, châtaignes et champignons <br>- Episode 17 : Classe des maîtres <br>- Episode 18 : Finale MasterChef Australie - All Stars <br>;http://static.media.dpstream.net/s/5996/masterchef-australie-edition-all-stars-1473765142.jpg;Série MasterChef Australie Edition All Stars streaming,MasterChef Australie Edition All Stars dpstream, Série MasterChef Australie Edition All Stars HD, MasterChef Australie Edition All Stars streaming VF
984;Rush (US);ND;Terminée;42 min;Jonathan Levine;Tom Ellis, Larenz Tate, Sarah Habel;Drame,Médical;États-Unis;1;10;Le Dr William Rush exerce son métier de manière très singulière : il n'est rattaché à aucun hôpital, n'accepte que le cash, peut être très discret si on le lui demande, passe des soirées endiablées avec ses patients. En gros, il adore sa vie et n'a aucune intention de la changer, jusqu'à ce qu'une ancienne conquête refasse surface. Sa conscience commence alors à le travailler...;http://static.media.dpstream.net/s/5995/rush-(us)-1473764648.jpg;Série Rush (US) streaming,Rush (US) dpstream, Série Rush (US) HD, Rush (US) streaming VF
985;The Lottery;ND;Terminée;ND;;;En cours de classement;;ND;ND;Dans un futur proche, les Femmes ne peuvent plus enfanter. Par miracle, lHumanité a une chance de survivre. Ou plutôt 100. Cent embryons ont en effet été conservés. Une loterie    est alors organisée pour déterminer quelles femme porteront ces bébés<br>;http://static.media.dpstream.net/s/5994/the-lottery-1473764587.jpg;Série The Lottery streaming,The Lottery dpstream, Série The Lottery HD, The Lottery streaming VF
986;The Crimson Field;ND;Terminée;ND;;;En cours de classement;;ND;ND;;http://static.media.dpstream.net/s/5993/the-crimson-field-1473764459.jpg;Série The Crimson Field streaming,The Crimson Field dpstream, Série The Crimson Field HD, The Crimson Field streaming VF
987;Les Prophéties de l'Apocalypse (Countdown to Apocalypse);ND;Terminée;40 min;Scott James;Matt Mogk;Documentaire,Mystère;États-Unis;1;6;"Une série documentaire qui nous plonge dans les différentes prophéties sur la fin du Monde...
- Titre original : Countdown to Apocalypse - 

01 - Les prophéties mayas (Maya Messengers)
02 - Les cavaliers de l'apocalypse (The Four Horsemen)
03 - L'apocalypse selon Nostradamus (Nostradamus)
04 - L'étoile bleue des Hopis (Hopi Blue Star)
05 - Les prophètes de l'apocalypse (Prophets of Doom)
06 - Avenir fatal (Future Terrors)";http://static.media.dpstream.net/s/5992/countdown-to-apocalypse-1473764342.jpg;Série Les Prophéties de l'Apocalypse (Countdown to Apocalypse) streaming,Les Prophéties de l'Apocalypse (Countdown to Apocalypse) dpstream, Série Les Prophéties de l'Apocalypse (Countdown to Apocalypse) HD, Les Prophéties de l'Apocalypse (Countdown to Apocalypse) streaming VF
988;Copiés-collés (Prinz und Bottel);ND;Terminée;ND;;;En cours de classement;;ND;ND;Calvin Prinz est enfant unique. Fils d'un riche industriel, il vit avec ses deux parents dans le quartier chic de la ville. Kevin Bottel, lui, vit avec sa mère, son grand frère et sa petite sur. Les fins de mois sont difficiles avec un seul salaire dintérimaire. Un jour, par hasard, les deux garçons se rencontrent. Ils sont aussitôt frappés par leur ressemblance physique. Lidée leur vient déchanger leurs rôles pour quelques jours...<br><br><br>Titre original : Prinz und Bottel<br>Créée par Michael Demuth en 2010 d'après une nouvelle de Kirsten Boie<br><br>Saisons : 01 - Épisodes : 06 - Statut : Production achevée<br>Format : 24 mn - Genre : Drame, Aventure, Jeunesse - Nationalité : Germanique<br>Avec Moritz Glaser, Stephanie Amarell, David Berton<br><br><br>01 x 01 - Une rencontre décoiffante<br>01 x 02 - Une nouvelle vie<br>01 x 03 - Histoires de famille<br>01 x 04 - Amoureux et perdus<br>01 x 05 - Abandon impossible<br>01 x 06 - L'heure des vérités <br>;http://static.media.dpstream.net/s/5991/copiés-collés-(prinz-und-bottel)-1474456742.jpg;Série Copiés-collés (Prinz und Bottel) streaming,Copiés-collés (Prinz und Bottel) dpstream, Série Copiés-collés (Prinz und Bottel) HD, Copiés-collés (Prinz und Bottel) streaming VF
989;Rick and Morty;ND;En cours;22 min;Dan Harmon,  Justin Roiland;Chris Parnell, Justin Roiland, Sarah Chalke;Animation,Aventure,Comédie;États-Unis;2;21;Un brillant inventeur et son petit fils un peu à l'Ouest partent à l'aventure...;http://static.media.dpstream.net/s/5990/rick-and-morty-1473763659.jpg;Série Rick and Morty streaming,Rick and Morty dpstream, Série Rick and Morty HD, Rick and Morty streaming VF
990;The Divide;ND;Terminée;ND;;;En cours de classement;;ND;ND;Un procureur découvre un nouvel indice permettant de rouvrir une retentissante affaire de meurtre...<br><br>série créée par Tony Goldwyn, Richard LaGravenese en 2014<br><br>Saison : 1 - Épisodes : 8 - Statut : en production<br>Origine : États-Unis - Genre : Drame, Policier, Judiciaire - Format : 42 mn<br>Avec : Damon Gupton, Nia Long, Marin Ireland <br>;http://static.media.dpstream.net/s/5989/the-divide-1473763598.jpg;Série The Divide streaming,The Divide dpstream, Série The Divide HD, The Divide streaming VF
991;You're The Worst;ND;En cours;30 min;Stephen Falk;;Comédie;États-Unis;2;23;Quand deux personnalités toxiques tentent une ébauche de relation. Jimmy, un écrivain égoïste, tombe sous le charme de Gretchen, une jeune femme auto-destructrice. Contre toute-attente, le courant passe entre les deux spécimens.;http://static.media.dpstream.net/s/5988/you're-the-worst-1473763513.jpg;Série You're The Worst streaming,You're The Worst dpstream, Série You're The Worst HD, You're The Worst streaming VF
992;Le cinquième commandement;ND;Terminée;ND;;;En cours de classement;;ND;ND;Le père Simon Castell, à la fois évêque et jésuite et enquêteur pour le compte du Vatican, nous plonge dans les légendes et les mystères de l'Eglise, ses complots où les croyances sont mises à mal et où les saints ne le sont pas forcément.<br><br><br><br>Titre original : Ihr Auftrag, Pater Castell <br>Autre titre : Le 5e commandement<br>Créée en 2008<br><br>Saisons : 03 - Épisodes : 14 - Statut : Production achevée <br>Format : 45 mn - Genre : Policier, Thriller - Nationalité : Allemande<br>Avec Francis Fulton-Smith, Christine Döring, Hans Peter Hallwachs<br><br><br><br>INFO : l'épisode 1 'La relique sacrée' de la saison 3 est en 2 partie (2 x 43mn);http://static.media.dpstream.net/s/5987/le-cinquième-commandement-1473763417.jpg;Série Le cinquième commandement streaming,Le cinquième commandement dpstream, Série Le cinquième commandement HD, Le cinquième commandement streaming VF
993;Emmenez-moi...;ND;Terminée;ND;;;En cours de classement;;ND;ND;Dans ce programme, Laurent Boyer part à la rencontre de personnalités pour en faire leur portrait avec le témoignage de proches. <br><br>Titre original : Emmenez-moi<br>Créée en 2011<br><br>Saisons : 04 - Épisodes : 10 - Statut : En production<br>Format : 80 mn - Genre : Série documentaire, Portraits, Découverte - Nationalité : Française<br>Avec  Laurent Boyer<br><br><br>Saison 01 (2011)<br>01 x 01 - 20111227-Chez Serge Lama dans le Perche<br><br>Saison 02 (2012)<br>02 x 01 - 20120829-Chez Laurent Gerra<br>02 x 02 - 20120725-Chez Kad Merad à Ris-Orangis et à Marseille<br>02 x 03 - 20120815-Chez Michèle Laroque<br><br>Saison 03 (2013)<br>03 x 01 - 2013XXXX-Chez Mimie Mathy à Paris<br>03 x 02 - 2013XXXX-Chez Franck Dubosc dans le Périgord<br><br>Saison 04 (2014)<br>04 x 01 - 20140711-Chez Pierre Arditi en Provence<br>04 x 02 - 20140718-Chez Anny Duperey dans la Creuse<br>04 x 03 - 20140822-Chez Mathilde Seigner en Isère<br>04 x 04 - 20140829-Chez Gérard Jugnot, dans le Var;http://static.media.dpstream.net/s/5986/laurent-boyer-1473763355.jpg;Série Emmenez-moi... streaming,Emmenez-moi... dpstream, Série Emmenez-moi... HD, Emmenez-moi... streaming VF
994;Tout ce qu'il faut savoir sur... (James May's Things You Need to Know);ND;Terminée;ND;;;En cours de classement;;ND;ND;Cette nouvelle série documentaire au ton drôle et décalé révèle tout ce qu'il faut savoir sur : le corps humain, l'univers et la météo. Ces sujets scientifiques sont abordés de manière didactique et rafraîchissante, grâce à des questions simples et une bonne dose de second degré.<br><br>Pour y répondre, des animations surprenantes, des schémas vivants et des archives détournées au style rétro donnent charme et humour à cette série scientifique au rythme décoiffant!<br><br><br>Titre original : James May's Things You Need to Know<br>Créée en 2011<br><br>Saisons : 02 - Épisodes : 09 - Statut : En production<br>Format : 45 mn - Genre : Série documentaire, Sciences et techniques - Nationalité : Britannique<br>Avec James May<br><br>Saison 01<br>01 x 01 - Le corps humain (The Human Body)<br>01 x 02 - L'univers (The Universe)<br>01 x 03 - La météo (The Weather)<br><br>Saison 02<br>02 x 01 - Einstein (Einstein)<br>02 x 02 - Le cerveau (Brain)<br>02 x 03 - L'évolution (Evolution)<br>02 x 04 - ... (Speed)<br>02 x 05 - L'ingénierie (Engineering)<br>02 x 06 - La chimie (Chemistry);http://static.media.dpstream.net/s/5985/james-may's-things-you-need-to-know-tv-show-1473763124.jpg;Série Tout ce qu'il faut savoir sur... (James May's Things You Need to Know) streaming,Tout ce qu'il faut savoir sur... (James May's Things You Need to Know) dpstream, Série Tout ce qu'il faut savoir sur... (James May's Things You Need to Know) HD, Tout ce qu'il faut savoir sur... (James May's Things You Need to Know) streaming VF
995;Stars sous hypnose;ND;En cours;99 min;TF1;Messmer le;Spectacles,Divertissement,Humour;France;3;4;"Arthur vous propose ce nouveau rendez-vous pour un divertissement plein d'humour dans lequel Messmer le Fascinateur va piéger plusieurs personnalités grâce à l'hypnose.
Confrontées à des situations rocambolesques lors de caméras cachées ou séquences en plateau, les réactions de nos stars seront aussi incroyables qu'inattendues et très drôles !
Nos stars vont perdre le contrôle d'elles-mêmes, dans un seul et unique but : s'amuser !

+ d'infos sur
http://fr.wikipedia.org/wiki/Stars_sous_hypnose

...";http://static.media.dpstream.net/s/5984/arthur-vous-1473762917.jpg;Série Stars sous hypnose streaming,Stars sous hypnose dpstream, Série Stars sous hypnose HD, Stars sous hypnose streaming VF
996;Hôtel de la plage;ND;En cours;52 min;Lorène Delannoy,  Fabienne Lesieu;Bruno Solo, Jonathan Zaccaï, Yvon Back;Comédie;France;2;12;Chaque été, quatre familles se retrouvent à l'Hôtel de la plage. Entre petites et grandes déconvenues, rien ne se passe comme prévu. Victor, qui arrive seul avec son fils Tom, ne cache pas à ses amis quil traverse une petite zone de turbulences dans son couple Cela étant, il nest pas mécontent de se retrouver libre et 'provisoirement' célibataire pour les vacances Ben débarque à lhôtel avec lintention de sinstaller au village pour vivre plus près de sa fille Manon, dont il souhaite avoir la garde alternée. Mais il na pas tout dit à Morgane, son ex. Quant à Kevin, en pleine crise de puberté, il fait une fixette sur les femmes mûres.;http://static.media.dpstream.net/s/5983/hôtel-de-la-plage-1473761580.jpg;Série Hôtel de la plage streaming,Hôtel de la plage dpstream, Série Hôtel de la plage HD, Hôtel de la plage streaming VF
997;C'est pas moi ! (I Didn't Do It);ND;Terminée;ND;;;En cours de classement;;ND;ND;Lindy et Logan, deux soeurs jumelles qui se chamaillent pour la moindre raison, rentrent au lycée avec leurs meilleurs amis. C'est l'occasion de s'attarder sur cet univers si particulier en redécouvrant les pérégrinations des jumelles sur les bancs d'école à travers des flashbacks.<br><br><br>Titre original : I Didn't Do It<br>Créée par Tod Himmel, Josh Silverstein en 2014<br><br>Saisons : 01 - Épisodes : 22 - Statut : En production<br>Format : 22 mn - Genre : Comédie - Nationalité : Américaine<br>Avec Olivia Holt, Austin North, Peyton Clark;http://static.media.dpstream.net/s/5982/i-didn't-do-it-1473761498.jpg;Série C'est pas moi ! (I Didn't Do It) streaming,C'est pas moi ! (I Didn't Do It) dpstream, Série C'est pas moi ! (I Didn't Do It) HD, C'est pas moi ! (I Didn't Do It) streaming VF
998;La Folle Course des Caisses à Savon;ND;Terminée;ND;;;En cours de classement;;ND;ND;Cette course peu conventionnelle propose de retrouver 52 équipes composées de quatre personnes.<br>Pour décrocher le podium, la recette est simple : une bonne dose d'huile de coude dans les rouages de son bolide et une belle ration de créativité !<br><br>Il y a un pilote et trois pousseurs ou un pilote et un copilote accompagnés de deux pousseurs. Ces derniers conceptualisent et fabriquent de toutes pièces un engin, sans moteur, permettant de parcourir les 500 mètres de circuit avec virages serrés et dénivelés pouvant atteindre 12%.<br>Chaque véhicule, sélançant individuellement vers la victoire, passera avant le départ de la course au contrôle technique pour vérifier les normes de sécurité.<br><br>Cette course particulière, en public, sera commentée par Stéphane Rotenberg. Il recueillera les impressions des participants parmi lesquels figure lacteur José Garcia.<br><br><br>Titre original : La folle course des caisses à savon<br>Créée  en 2012<br><br>Saisons : 01- Épisodes : 03 - Statut : En production<br>Format : 51 mn - Genre : Compétition, Jeu, Course - Nationalité : Française<br>Présentée par Stéphane Rotenberg<br>Lieu de la course : Domaine de Saint-Cloud (Paris)<br><br>- 01 x 01 - Editon 2012<br>- 01 x 02 - Editon 2013<br>- 01 x 03 - Editon 2014 du 12 Juillet 2014<br><br><br><br><br><br>;http://planet-upload.eu/images/7f5c00f50bc3cad0.jpg;Série La Folle Course des Caisses à Savon streaming,La Folle Course des Caisses à Savon dpstream, Série La Folle Course des Caisses à Savon HD, La Folle Course des Caisses à Savon streaming VF
999;The Strain;ND;En cours;42 min;Guillermo del Toro,  Chuck Hogan;Corey Stoll, David Bradley, Mia Maestro;Drame,Thriller,Epouvante-horreur;États-Unis;3;39;"Lorsqu'un Boeing 777 atterrit à l'aéroport new yorkais JFK sans qu'aucun signe de vie n'en émane, Eph Goodweather, un scientifique spécialisé dans les épidémies et les attaques biologiques, est dépêché sur les lieux. A l'intérieur de l'avion, il découvre que tous les passagers sont morts, probablement tués par un étrange virus ou... un monstre non identifié. 
L'homme fait alors équipe avec un ancien professeur, survivant de l'Holocauste, Abraham Setrakian. Ensemble, ils constituent un petit groupe qui devient rapidement le dernier espoir pour la survie de la race humaine. Des vampires transforment en effet petit à petit la civilisation en un gigantesque buffet. Le sang coule à flots et rien ne semble pouvoir les arrêter...


Adaptation de la trilogie littéraire 'La Lignée'.";http://static.media.dpstream.net/s/5980/strain-1472461882.jpg;Série The Strain streaming,The Strain dpstream, Série The Strain HD, The Strain streaming VF
